396;romilly-sur-seine;87118158
399;marnay-sur-seine;87118182
400;nogent-sur-seine;87118190
401;aigueperse;87734129
402;vendeuvre;87118257
403;bar-sur-aube;87118299
404;st-florentin hôtel de ville;87118612
406;foug;87141036
407;fontenoy-sur-moselle;87141051
408;liverdun;87141069
409;champigneulles;87141085
410;laneuveville-devant-nancy;87141093
411;argèles-gazost;87671743
412;arches;87144410
413;varangéville—st-nicolas;87141101
414;dombasle-sur-meurthe;87141119
415;rosières-aux-salines;87141127
416;argelès-sur-mer;87784231
417;marainviller;87141168
419;embermenil;87141184
421;einvaux;87141200
422;bayon;87141218
423;argentan;87444539
424;xermamenil—lamath;87141226
425;arvant;87734251
426;gerbeviller;87141234
427;moyen;87141242
428;soulosse;87141259
429;magnières;87141267
430;ascq;87286864
434;auxerre-st-gervais;87683573
435;aspres-sur-buëch;87763250
436;st-clément-laronxe;87141374
437;chenevières;87141382
438;ménil-flin;87141390
439;azerailles;87141408
440;baccarat;87141416
441;bertrichamps;87141424
442;thiaville;87141432
443;houdemont;87141473
444;ludres;87141481
445;messein;87141499
446;neuves-maisons;87141507
447;pont-st-vincent;87141523
448;aixe-sur-vienne;87592667
449;adamswiller;87215681
450;bainville;87141531
452;xeuilley;87141549
453;pierreville;87141556
454;pulligny—autrey;87141564
455;ceintrey;87141572
456;tantonville;87141598
457;vézelise;87141606
458;praye-sous-vaudémont;87141622
459;diarville;87141648
460;domgermain;87141705
461;charmes-la-côte;87141713
462;blenod-les-toul;87141721
463;bulligny—crézilles;87141739
464;barisey-la-côte;87141754
465;pompey;87141788
466;marbache;87141796
467;belleville;87141804
468;dieulouard;87141812
469;pont-à-mousson;87141820
470;luzy-sur-marne;87142042
471;chaudenay;87142133
472;hortes;87142141
473;charmoy—fayl-billot;87142158
474;auch;87611749
475;laferté-sur-amance;87142166
476;vitrey—vernois;87142174
477;barges;87142182
479;bologne;87142224
480;vignory;87142232
481;aurillac;87645002
482;froncles;87142240
483;gudmont;87142265
484;donjeux;87142273
485;avignon tgv;87318964
486;avail;87304691
487;damblain;87142497
488;châtillon-sur-seine;87142554
493;aguilcourt—variscourt;87171702
494;prauthoy;87142612
495;vaux-sous-aubigny;87142620
497;selongey;87142646
499;maatz;87142661
500;champlitte;87142687
501;neuvelle-lès-champlitte;87142695
502;oyrières;87142703
503;chargey-les-gray;87142711
505;velles;87142893
506;vraincourt-viéville;87143024
507;le pailly;87143107
508;rivières-le-bois;87143206
509;grandchamp;87143214
510;leffond;87143222
512;le martoulet;87450023
513;coublanc;87143354
514;écuelle;87143362
515;corgirnon;87143370
516;rougeux;87143388
519;beausoleil;87450031
520;roville-aux-chênes;87143594
521;docelles—cheniménil;87144030
522;lépanges;87144048
523;charmes;87144055
524;vincey;87144063
525;châtel—nomexy;87144071
526;igney;87144089
527;thaon;87144097
528;raves—ban-de-laveline;87144105
529;xertigny;87144121
530;bains-les-bains;87144147
531;laveline-devant-bruyères;87144162
532;biffontaine;87144188
533;corcieux—vanémont;87144196
535;mirecourt;87144212
536;contrexéville;87144287
537;martigny-les-bains;87144295
538;lamarche;87144303
539;rozières-sur-mouzon;87144311
540;provenchères-sur-fave;87144345
541;colroy—lubine;87144386
542;pouxeux;87144428
543;éloyes;87144436
544;vecoux;87144469
545;st-léonard;87144477
546;rupt-sur-moselle;87144519
547;ferdrupt;87144527
548;ramonchamp;87144535
549;le thillot;87144543
550;fresse;87144550
551;st-maurice-sur-moselle;87144568
552;bussang;87144584
553;raon-l’étape;87144626
554;vagney;87144634
555;étival-clairefontaine;87144642
556;zainvillers;87144659
557;thiéfosse;87144667
558;saulxures-sur-moselotte;87144675
559;st-michel-sur-meurthe;87144683
560;cornimont;87144691
561;deinvillers;87144709
563;rambervillers;87144725
564;jeanmenil;87144733
566;autrey;87144758
567;dompaire;87144774
568;brouvelieures;87144782
572;bocquegney;87146019
574;racecourt;87146035
575;vélotte-et-tatignecourt;87146043
579;bagnoles-de-l’orne office de tourisme;87352484
580;st-nabord;87146217
581;hielle—rupt;87146225
582;maxonchamp;87146233
583;dommartin;87146241
584;ste-marguerite—remomeix;87146274
585;blanchifontaine;87146290
586;frémifontaine;87146308
587;la bresse;87146332
588;laneuveville-aux-bois;87148015
598;montbré;87171256
599;trois-puits;87171264
600;muizon;87171298
601;jonchery-sur-vesle;87171314
602;breuil-romain;87171322
603;fismes;87171330
604;bazoches;87171348
605;mont-notre-dame;87171355
606;fère-en-tardenois;87171371
607;dormans;87171512
608;aÿ;87171561
609;avenay;87171579
610;germaine;87171587
611;rilly-la-montagne;87171595
612;val-de-vesle;87171611
613;prunay;87171629
614;sillery;87171637
615;sept-saulx;87171645
616;mairy-sur-marne;87171686
617;courcy-brimont;87171710
618;loivre;87171728
619;guignicourt;87171736
620;amifontaine;87171744
621;st-erme;87171751
622;coucy-lès-eppes;87171769
623;nouzonville;87172023
624;joigny-sur-meuse;87172031
625;bogny-sur-meuse;87172049
626;monthermé;87172056
627;deville;87172064
628;laifour;87172072
629;revin;87172080
630;fumay;87172098
631;haybes;87172106
632;vireux-molhain;87172114
633;aubrives;87172122
634;givet;87172130
635;lumes;87172189
636;nouvion-sur-meuse;87172213
637;vrigne-meuse;87172221
638;donchery;87172239
639;amagne—lucquy;87172262
640;rethel;87172270
641;pont-maugis;87172304
642;bazeilles;87172312
643;douzy;87172320
644;pouru-st-rémy;87172338
645;sachy;87172346
646;carignan;87172353
647;blagny;87172387
648;linay;87172395
649;margut fromy;87172411
650;liart;87172544
651;beauchastel;87761528
652;remilly-aillicourt;87172700
653;bénestroff;87192302
656;anchamps;87172858
657;fépin;87172874
659;brest;87474007
660;wadelincourt;87173302
661;la ferté-sur-chiers;87173401
664;songy;87174243
665;loisy-sur-marne;87174250
666;pringy (marne);87174268
667;vitry-le-françois;87174276
668;mourmelon-le-petit;87174409
669;uxegney;87174425
670;bouy;87174433
671;darnieulles;87174458
672;mattaincourt;87174482
673;st-âme;87174490
674;st-âme—le syndicat;87174508
677;suippes;87174821
678;ste-ménéhould;87174870
679;st-dizier;87175000
680;revigny;87175018
681;nançois-tronville;87175067
682;fronville;87175075
683;joinville;87175091
685;curel;87175109
686;chevillon;87175117
687;bayard;87175133
688;eurville;87175141
690;villiers-en-lieu;87175208
691;st-eulien;87175216
692;commercy;87175257
693;berthelming;87215335
694;bouin;87320721
695;les islettes;87175711
696;clermont-en-argonne;87175737
697;étain;87175794
705;hasenrain;87181024
707;flaxlanden;87181040
708;beillant;87491076
710;tagolsheim;87181057
711;walheim;87181065
713;biarritz;87673400
715;graffenwald;87181131
716;st-andré (haut rhin);87181149
717;colmar mésanges;87402297
718;colmar st-joseph;87181222
719;st-gilles;87181552
723;mulhouse—dornach;87182055
724;rixheim;87182071
725;habsheim;87182089
726;sierentz;87182105
727;bartenheim;87182113
728;zillisheim;87182196
729;illfurth;87182204
730;altkirch;87182238
731;dannemarie;87182253
732;ribeauvillé;87182279
735;herrlisheim-près-colmar;87182329
736;rouffach;87182337
737;logelbach;87182345
738;turckheim;87182352
739;walbach;87182360
740;wihr-au-val—soultzbach;87182378
741;gunsbach—griesbach;87182386
742;ranspach;87182402
743;cernay;87182410
744;burnhaupt;87182444
745;guewenheim;87182451
746;sentheim;87182469
747;lauw;87182477
748;masevaux;87182485
749;sickert;87182493
750;niederbruck;87182501
751;kirchberg;87182519
752;oberbruck;87182527
753;sewen;87182535
754;luttenbach-près-munster;87182543
755;vieux-thann;87182550
756;bitschwiller;87182576
757;willer-sur-thur;87182584
758;moosch;87182592
759;st-amarin;87182600
760;wesserling;87182618
761;fellering;87182626
762;oderen;87182634
763;kruth;87182642
764;breitenbach;87182659
765;richwiller;87182675
766;wittelsheim;87182683
767;staffelfelden;87182691
768;bollwiller;87182709
769;raedersheim;87182717
770;merxheim;87182725
771;muhlbach-sur-munster;87182733
772;malmerspach;87182782
773;metzéral;87182816
775;bas-evette;87184200
778;bort-les-orgues;87645705
779;trois-chênes;87184242
780;chèvremont;87184259
781;petit-croix;87184267
782;montreux-vieux;87184275
783;blainville—damelevières;87141135
784;héricourt;87184507
785;voujeaucourt;87184531
786;bourg-madame;87784876
787;colombier-fontaine;87184556
789;l’isle-sur-le-doubs;87184572
792;clerval;87184622
793;port-sur-saône;87185124
795;grattery;87185157
796;noidans-lès-vesoul;87185173
800;montureux-lès-baulay;87185280
801;ronchamp;87185314
802;champagney;87185348
803;jussey;87185355
804;masseret ville;87450049
805;barberey route de méry;87139535
807;béning;87193250
809;mont-le-vernois;87185405
810;luxeuil-les-bains;87185595
812;loupershouse;87190801
813;walygator parc;87191098
814;maizières-lès-metz;87191106
815;uckange;87191130
816;knutange—nilvange;87191213
817;hayange;87191239
818;aubusson gare routière;87417782
819;metzeresche;87191296
820;yutz;87191304
821;kuntzig;87191312
822;distroff;87191320
823;metzervisse;87191338
824;kédange;87191346
825;hombourg-budange;87191353
828;bordeaux st-jean;87581009
829;boé;87582346
830;ébersviller;87191379
831;anzeling;87191387
832;freistroff;87191395
833;remelfang;87191411
834;basse-ham;87191601
835;koenigsmacker;87191619
836;malling;87191627
837;sierck-les-bains;87191635
838;apach;87191643
839;homécourt;87191692
840;belfort-ville;87184002
841;jœuf;87191700
842;moyeuvre-grande;87191718
843;bourges;87576207
844;boves;87313213
845;rombas—clouange;87191734
846;gandrange—amnéville;87191742
849;woippy;87192088
851;vatimont;87192112
852;lucy;87192120
853;chenois;87192138
854;holacourt;87192146
855;arraincourt;87192153
859;peltre;87192203
860;courcelles-sur-nied;87192211
861;sanry-sur-nied;87192229
862;baudrecourt;87192245
863;lesse;87192252
864;brulange;87192260
865;morhange;87192286
866;ars-sur-moselle;87192401
867;ancy-sur-moselle;87192419
868;pagny-sur-moselle;87192468
869;vandières;87192476
870;baroncourt;87192658
871;hatrize;87192724
872;valleroy—moineville;87192732
873;bourges gare routière;87454249
874;baronville;87193110
876;hargarten—falck;87193144
877;teterchen;87193151
878;brettnach;87193169
879;bouzonville;87193177
880;hombourg-budange haut;87193276
881;st-avold;87193318
882;teting;87193342
883;faulquemont;87193359
884;herny;87193383
887;breil-sur-roya;87756833
888;bressuire;87487249
890;theding;87193508
891;farébersviller;87193516
892;farschviller;87193524
893;diebling;87193532
894;hundling;87193540
895;metzing;87193557
896;ippling;87193565
898;welferding;87193607
899;rémelfing;87193623
900;sarreinsming;87193631
901;zetting;87193649
902;wittring;87193656
903;herbitzheim;87193672
904;ravezies;87235317
905;boussens;87611095
906;woelfling-lès-sarreguemines;87193771
907;rohrbach-lès-bitche;87193789
908;petit-réderching;87193797
909;busigny;87296244
910;enchenberg;87193805
911;lemberg;87193813
912;bréauté—beuzeville;87413344
913;bitche;87193821
916;ebring;87194019
917;montmédy;87194209
918;charency-vezin;87194258
919;audun-le-roman;87194357
920;fontoy;87194365
921;réhon;87194449
922;cons-la-grandville;87194456
923;la roche-sous-montigny;87194480
924;viviers-sur-chiers;87194498
927;gros-rederching;87199604
928;destry;87199620
929;mundolsheim;87212100
930;busseau-sur-creuse;87597708
931;stephansfeld;87212126
932;bueil;87387092
933;brumath;87212134
934;schwindratzheim;87212159
935;hochfelden;87212167
936;wilwisheim;87212175
937;dettwiller;87212183
938;strasbourg roethig;87212191
940;graffenstaden;87212241
941;geispolsheim;87212258
942;fegersheim—lipsheim;87212266
943;limersheim;87212274
944;bischheim;87212308
945;beuvrages;87343160
946;la wantzenau;87212316
947;kilstett;87212324
948;gambsheim;87212332
949;herrlisheim;87212340
950;drusenheim;87212357
951;bruyères;87144154
952;buzy-en-béarn;87672634
953;beauvais;87313510
954;sessenheim;87212365
955;rountzenheim;87212373
956;roeschwoog;87212407
957;brive-la-gaillarde;87594002
958;roppenheim;87212415
960;seltz;87212431
961;munchhausen;87212449
962;mothern;87212456
963;lauterbourg;87212464
964;hattmatt;87212506
965;dossenheim-sur-zinsel;87212514
966;neuwiller-les-saverne;87212522
967;uberach;87212548
970;kaltenhouse;87212621
973;neubourg;87213124
974;pfaffenhoffen;87213132
975;bouxwiller;87213173
977;gundershoffen;87213223
978;reichshoffen ville;87213249
979;niederbronn;87213256
980;philippsbourg;87213272
981;bannstein;87213298
982;eguelshardt;87213314
983;walbourg;87213405
984;hoelschloch;87213413
985;soultz-sous-forêts;87213421
986;hoffen;87213447
987;hunspach;87213454
988;riedseltz;87213462
989;wissembourg;87213470
991;marienthal;87213603
992;bischwiller;87213611
993;kurtzenhouse;87213660
994;weyersheim;87213678
995;hoerdt;87213686
996;st-lactensin—tesseau;87465716
997;wimmenau;87213769
998;ingwiller;87213785
999;menchhoffen;87213819
1000;bretenoux—biars;87594762
1001;ettendorf;87213827
1002;alteckendorf;87213835
1003;tauxigny;87465724
1005;niedermodern;87213884
1006;ebersheim;87214106
1007;kogenheim;87214114
1008;benfeld;87214122
1009;matzenheim;87214130
1010;erstein;87214148
1011;scherwiller;87214205
1012;dambach-la-ville;87214213
1013;epfig;87214221
1014;eichhoffen;87214239
1015;barr;87214247
1016;gertwiller;87214254
1017;goxwiller;87214270
1018;obernai;87214288
1019;bischoffsheim;87214296
1021;rosheim;87214320
1022;dorlisheim;87214338
1034;lingolsheim;87214502
1035;holtzheim;87214510
1036;entzheim aéroport;87214528
1037;duppigheim;87214536
1038;duttlenheim;87214544
1039;dachstein;87214551
1040;mutzig;87214585
1041;gresswiller;87214593
1042;heiligenberg—mollkirch;87214627
1043;urmatt;87214635
1044;mullerhof;87214643
1045;lutzelhouse;87214650
1046;wisches;87214676
1047;bayeux;87444067
1048;russ—hersbach;87214684
1049;schirmeck—la broque;87214692
1050;rothau;87214726
1051;fouday;87214734
1052;st-blaise-la-roche—poutay;87214742
1053;saulxures;87214759
1054;bourg-bruche;87214775
1055;saales;87214783
1056;chatenois;87214809
1057;val-de-villé;87214817
1059;lièpvre;87214833
1060;ste-croix-aux-mines;87214841
1061;sainte-marie-aux-mines (mairie);87640938
1062;réding;87215079
1063;igney—avricourt;87215103
1064;nouvel-avricourt;87215111
1065;rechicourt-le-château;87215129
1066;béziers;87781005
1068;heming;87215145
1070;lutzelbourg;87215160
1071;hommarting;87215178
1072;st-jean-de-bassel;87215236
1073;gosselming;87215244
1074;dolving;87215251
1075;romelfing;87215269
1080;loudrefing;87215319
1081;mittersheim;87215327
1083;oberstinzel;87215343
1085;sarraltroff;87215350
1086;bettborn;87215368
1088;fénétrange;87215400
1089;niederstinzel;87215418
1090;wolfskirchen;87215426
1091;bischtroff-sur-sarre;87215434
1092;sarrewerden;87215442
1093;sarre-union;87215459
1094;schopperten;87215483
1095;keskastel;87215491
1096;oermingen;87215632
1099;diemeringen;87215665
1100;tieffenbach—struth;87215699
1101;frohmuhl;87215715
1104;chambourg chopin;87337543
1105;eycheil;87232090
1113;alaï;87722744
1114;cravant-bazarnes;87683649
1115;lamure-sur-azergues;87721860
1116;sorèze;87235655
1119;carcassonne;87615286
1120;balsièges;87111864
1124;châlons-en-champagne tissier;87326413
1125;châlons-en-champagne;87174003
1128;paris gare du nord;87271023
1129;paris gare du nord;87271031
1137;culmont-chalindrey;87142125
1139;capdenac;87613109
1144;aéroport paris roissy charles de gaulle cdg t2;87001479
1150;coudekerque-branche;87281402
1151;château-du-loir;87396606
1159;nanteuil-le-haudouin;87271577
1160;ormoy-villers;87271585
1161;crépy-en-valois;87271593
1162;vaumoise;87271601
1163;villers-cotterêts;87271734
1164;longpont;87271775
1165;vierzy;87271783
1166;crouy;87271874
1167;margival;87271882
1168;jaux;87272013
1175;esches;87272096
1176;vineuil-st-firmin;87272104
1177;courteuil;87272112
1178;st-nicolas-aumont;87272120
1180;cannes;87757625
1181;cannes—la bocca;87757617
1182;st-jean-le-centenier;87764712
1183;cholet;87484303
1185;longueil-annel;87272195
1187;corcy;87272286
1193;clermont-ferrand;87734004
1198;conflans—jarny;87192666
1205;laigneville;87276204
1206;caen;87444000
1207;liancourt-rantigny;87276212
1213;orry-la-ville—coye;87276279
1215;longueil-ste-marie;87276303
1216;chevrières;87276311
1217;pont-ste-maxence;87276329
1219;rieux-angicourt;87276352
1221;villers-st-paul;87276378
1239;chagny;87713578
1243;montataire;87276618
1250;bornel—belle-église;87276717
1251;chaulnes;87313478
1252;chambly;87276725
1253;le meux-la-croix-st-ouen;87276733
1254;thourotte;87276741
1256;ribécourt;87276766
1257;châteauroux;87597005
1258;ourscamps;87276774
1259;noyon;87276782
1262;plainval;87279109
1263;domfront domélien;87279117
1264;bergues;87281105
1265;esquelbecq;87281113
1266;arnèke;87281121
1267;cassel;87281139
1268;gravelines;87281246
1269;bourbourg;87281279
1270;grande-synthe;87281311
1272;pont-d’ardres;87281410
1273;audruicq;87281428
1274;watten-éperlecques;87281436
1275;renescure;87281451
1276;ebblinghem;87281469
1281;hellemmes;87286062
1282;loos-les-lille;87286112
1283;steenwerck;87286161
1284;bailleul;87286179
1285;strazeele;87286203
1286;wambrechies;87286229
1287;quesnoy-sur-deûle;87286245
1288;comines;87286260
1289;pérenchies;87286278
1290;santes;87286401
1291;wavrin;87286419
1292;la fontaine;87286427
1295;phalempin;87286500
1296;wattignies;87286526
1297;ronchin;87286534
1298;rosult;87286567
1299;landas;87286575
1301;templeuve;87286625
1302;fretin;87286641
1303;tressin;87286740
1304;cysoing;87286781
1305;genech;87286807
1306;pont-de-bois;87286831
1307;lesquin;87286849
1308;annappes;87286856
1309;baisieux;87286872
1314;lezennes;87287102
1315;mont-de-terre;87287128
1317;chambourg;87571463
1318;nieppe;87287151
1319;marquette;87287169
1320;deûlémont;87287185
1321;ste-marguerite;87287193
1322;clisson;87481440
1323;anstaing;87287219
1324;bouvines;87287235
1325;cobrieux;87287243
1326;lille porte de douai;87287250
1328;ennevelin;87287276
1329;challans;87481390
1330;nortkerque;87287292
1331;ruminghem;87287300
1332;casino—lacroix-laval;87208553
1335;recquignies;87295022
1337;anor;87295055
1338;charmes-sur-rhône;87761510
1339;chambéry challes-les-eaux;87741009
1340;le cateau;87295220
1341;louvroil;87295535
1342;hautmont;87295568
1343;landrecies;87295642
1344;sains-du-nord;87295709
1345;avesnelles;87295725
1346;avesnes;87295733
1347;dompierre (hauts-de-france);87295774
1348;velle-le-châtel;87185421
1350;leval;87295790
1351;berlaimont;87295808
1352;le quesnoy;87295857
1355;marle-sur-serre;87296095
1356;vervins;87296129
1357;origny-en-thiérache;87296145
1358;crépy-couvron;87296152
1359;cognac;87491449
1360;clacy-mons;87296178
1361;bohain;87296269
1362;fresnoy-le-grand;87296293
1363;athiès-sous-laon;87296327
1364;samoussy;87296343
1366;bucy-les-pierrepont;87296368
1367;clermont-lès-fermes;87296376
1368;montcornet;87296384
1369;rozoy-sur-serre place neuville;87296392
1371;montescourt;87296418
1372;appilly;87296459
1373;anizy-pinon;87296566
1374;versigny;87296608
1375;chauny;87296616
1377;la fère;87296632
1378;flavy-le-martel;87296871
1380;collonges—fontaines;87721225
1382;viry-noureuil;87297051
1384;la bouteille;87297085
1386;verneuil-sur-serre;87297119
1387;dercy-froidmont;87297143
1389;voyenne;87297150
1391;coutras;87584516
1392;gizy;87297176
1393;chivres-en-laonnois;87297192
1394;chaourse;87297200
1395;magny;87297218
1396;chéry-les-rozoy place de l’église;87297226
1397;rouvroy—résigny—grandrieux;87297234
1398;le fréty st-gorgon;87297259
1400;mainbressy;87297275
1401;vauxaillon;87297283
1402;barenton-bugny;87297291
1403;les bons-pères;87297515
1404;hachette;87297523
1405;st-hilaire;87297531
1409;chaulnes centre;87299818
1410;miannay;87299834
1412;brunvillers-la-motte;87299859
1413;crèvecœur-le-petit;87299867
1414;goyencourt;87299883
1416;ste-geneviève;87299909
1419;calais fréthun;87281071
1420;villers-carbonnel;87299925
1421;guer—coëtquidan;87335208
1422;longueau;87313049
1423;corbie;87313056
1424;méricourt-ribemont;87313064
1425;albert;87313072
1426;picquigny;87313106
1427;hangest;87313114
1428;longpré-les-corps-saints;87313122
1429;pont-remy;87313130
1430;la faloise;87313239
1431;breteuil embranchement;87313247
1432;gannes;87313262
1433;st-rémy-en-l’eau;87313288
1434;avrechy;87313296
1435;clermont-de-l’oise;87313304
1436;moreuil;87313320
1437;hargicourt-pierrepont;87313338
1438;tricot;87313353
1439;st-georges-les-bains—châteaurouge;87336966
1440;crest;87761783
1441;namps-quevauvillers;87313379
1442;estrées-st-denis;87313387
1443;poix-de-picardie;87313395
1444;remy;87313403
1446;villers-bretonneux;87313437
1447;marcelcave;87313445
1449;rosières (somme);87313460
1450;nesle;87313486
1451;ham;87313494
1452;chaponost;87722710
1453;cramoisy;87313544
1454;cires-lès-mello;87313551
1455;balagny-st-epin;87313569
1456;mouy-bury;87313577
1457;hermes-berthecourt;87313585
1458;villers-st-sépulcre;87313593
1459;rochy-condé;87313601
1460;méru;87313668
1461;laboissière-le-déluge;87313676
1462;st-sulpice-auteuil;87313684
1463;herchies;87313692
1464;milly-sur-thérain;87313700
1465;creil;87276006
1466;st-omer-en-chaussée;87313718
1467;marseille-en-beauvaisis;87313726
1468;grandvilliers;87313734
1469;feuquières-broquiers;87313742
1470;aumale;87313767
1471;crasville-la-mallet;87337899
1472;lachapelle-sous-aubenas;87337063
1473;blangy-sur-bresle;87313809
1474;longroy—gamaches;87313817
1475;chasse-sur-rhône;87722561
1476;formerie;87313833
1477;fouilloy;87313841
1478;daours;87315044
1479;maignelay centre;87315176
1480;dompierre monument aux morts (hauts-de-france);87315184
1481;marchelepot;87315234
1482;pont-les-brie;87315242
1484;châteaubriant;87481648
1485;hattencourt;87315267
1486;laboissière-fescamps;87315275
1487;le château-d’oléron;87339499
1489;chartres gare routière;87137810
1492;heilly;87316059
1493;buire-sur-l’ancre;87316067
1494;dreuil-lès-amiens;87316075
1497;dommartin-remiencourt;87316109
1498;thézy-glimont;87316125
1499;le castelet;87611541
1504;châteauroux gare routière;87201541
1505;castelnaudary;87615039
1506;famechon;87316190
1507;wacquemoulin;87316208
1508;hyencourt-le-grand;87316216
1509;eterpigny;87316224
1510;doingt;87316240
1511;tincourt-boucly;87316257
1512;marquaix;87316265
1513;ire-le-sec;87193243
1516;hallu;87316331
1517;fresnoy-les-roye;87316349
1519;dancourt;87316364
1520;châteaudun;87545756
1521;grivillers;87316372
1522;faverolles;87316380
1523;heilles-mouchy;87316398
